"","bio2","bio3","bio5","bio8","bio9","bio15","bio16","bio18"
"1",0.459565851465604,-0.418737817158896,-0.323417098686271,0.0810337725851134,-0.401734631776095,0.615349084215661,-1.21818050607571,-1.03087380074048
"2",0.277013134486195,-0.136778807415494,-0.638660197787763,-0.104948331958058,-0.90279372645702,1.55672750123981,-0.986657359792139,-0.862986750641092
"3",0.413927672220752,0.00420069745620625,-0.773764383116973,-0.166942366805781,-0.340201058745104,0.615349084215661,-0.911972473894213,-0.723080875558269
"4",0.413927672220752,-0.700696826902297,-0.390969191350876,0.304212298036919,-0.559963819570071,0.912626479065394,-1.14349562017779,-0.928276159013076
"5",0.505204030710456,-0.559717322030597,-0.481038648237017,0.25461707015874,-0.472058715240084,0.863080246590438,-1.15843259735737,-0.946930275690786
"6",0.459565851465604,-0.277758312287195,-0.863833840003114,0.0686349656155687,-0.463268204807086,0.962172711540349,-0.941846428253383,-0.676445583863994
"7",0.231374955241343,0.00420069745620625,-1.58438949509224,-0.576102996800758,-0.516011267405078,0.0207942945161968,-0.695386304790226,-0.461923242070331
"8",0.0488222382619348,-0.700696826902297,-0.908868568446184,0.105831386524203,-1.19288057074598,1.11081140896522,-0.867161542355457,-0.583175000475445
"9",0.277013134486195,-0.277758312287195,-1.11152484644,0.00664093076784498,-0.533592288271075,1.35854257133999,-0.747665724918774,-0.433942067053766
"10",-0.727026808900551,-0.418737817158896,-2.62018824928285,-0.861275557100287,-0.929165257756016,-0.623306727658223,-0.65057537325147,-0.312690308648653
"11",-0.0880922994726216,-0.982655836645699,-0.908868568446184,0.130629000463292,-0.718193007364048,1.35854257133999,-0.770071190688152,-0.461923242070331
"12",0.0488222382619348,-0.982655836645699,-0.953903296889254,0.0810337725851134,-0.735774028230045,1.30899633886504,-0.79247665645753,-0.489904417086896
"13",0.277013134486195,-0.136778807415494,-1.40425058131996,-0.0925495249885129,-0.63907841346706,1.40808880381495,-0.448926181327068,-0.0608597334995702
"14",-0.179368657962326,-0.277758312287195,-2.12480623640908,-0.625698224678937,-0.788517090828037,0.41716415431584,-0.404115249788312,-0.00489738346644081
"15",-0.316283195696882,-1.1236353415174,-1.22411166754768,0.0686349656155687,-1.41264333157094,1.55672750123981,-0.598295953122921,-0.247400900276668
"16",-0.407559554186587,-1.1236353415174,-1.26914639599075,0.0562361586460239,-0.753355049096042,1.60627373371477,-0.546016532994373,-0.182111491904684
"17",-0.316283195696882,-0.841676331773998,-1.29166376021228,0.0190397377373897,-0.709402496931049,1.60627373371477,-0.493737112865824,-0.1168220835327
"18",-0.453197733431439,-0.982655836645699,-1.24662903176921,0.0438373516764792,-0.63907841346706,1.50718126876486,-0.366772806839349,0.0417379082278337
"19",0.687756747689865,-0.277758312287195,-1.35921585287689,-0.0925495249885129,-0.665449944766056,1.60627373371477,-0.307024898121008,0.116354374938673
"20",0.0944604175067869,-0.136778807415494,-1.74201104464298,-0.340525664379408,-0.612706882168063,0.863080246590438,-0.456394669916861,-0.0701867918384251
"21",-0.316283195696882,-1.1236353415174,-1.26914639599075,0.0314385447069345,-1.43901486286994,1.55672750123981,-0.53854804440458,-0.172784433565829
"22",-0.316283195696882,-1.1236353415174,-1.31418112443382,-0.00575787620169975,-0.814888622127033,1.4576350362899,-0.508674090045409,-0.135476200210409
"23",0.277013134486195,-0.559717322030597,-1.29166376021228,-0.0677519110494234,-0.683030965632053,1.70536619866468,-0.299556409531215,0.125681433277528
"24",0.322651313731048,-0.136778807415494,-1.47180267398456,-0.191739980744871,-0.656659434333057,1.65581996618972,0.0141201112400767,0.517417883509434
"25",-0.27064501645203,-0.841676331773998,-1.5618721308707,-0.166942366805781,-0.674240455199054,0.615349084215661,-0.471331647096446,-0.088840908516135
"26",-0.225006837207178,-1.1236353415174,-1.53935476664917,-0.117347138927602,-0.867631684725025,1.40808880381495,-0.396646761198519,0.0044296748724141
"27",-0.133730478717474,-1.1236353415174,-1.47180267398456,-0.0801507180189682,-0.858841174292027,1.40808880381495,-0.366772806839349,0.0417379082278337
"28",-0.590112271165995,-0.982655836645699,-1.51683740242763,-0.0925495249885129,-0.656659434333057,0.466710386790795,-0.643106884661677,-0.303363250309798
"29",-0.407559554186587,-1.1236353415174,-1.38173321709842,-0.0677519110494234,-0.823679132560032,0.763987781640527,-0.799945145047323,-0.499231475425751
"30",-0.681388629655699,-1.8285328658759,-1.35921585287689,-0.0553531040798787,-1.36869077940595,0.516256619265751,-1.15096410876758,-0.937603217351931
"31",-0.727026808900551,-1.8285328658759,-1.40425058131996,-0.0553531040798787,-1.39506231070495,0.466710386790795,-1.15843259735737,-0.946930275690786
"32",-0.225006837207178,-0.277758312287195,-2.25991042173829,-0.92326959194801,-0.744564538663044,-0.276483100333535,-0.620701418892299,-0.443269125392621
"33",-0.0424541202277695,0.145180202327907,-1.92214995841526,-1.36962664285162,0.275134671564805,-0.722399192608134,-0.643106884661677,-0.564520883797735
"34",0.59648038920016,-0.700696826902297,-0.390969191350876,0.267015877128284,-0.533592288271075,1.16035764144017,-1.14349562017779,-0.928276159013076
"35",0.505204030710456,-0.418737817158896,-0.458521284015482,0.279414684097829,-0.410525142209093,0.714441549165572,-1.18830655171654,-0.984238509046206
"36",0.505204030710456,-0.136778807415494,-0.953903296889254,-0.228936401653505,-0.401734631776095,0.863080246590438,-0.852224565175872,-0.57384794213659
"37",0.413927672220752,0.00420069745620625,-1.20159430332614,-0.340525664379408,-0.43689667350809,0.863080246590438,-0.770071190688152,-0.471250300409186
"38",0.322651313731048,-0.841676331773998,-0.638660197787763,0.192623035311016,-0.691821476065052,1.25945010639008,-1.0314682913309,-0.788370283930253
"39",0.505204030710456,-0.841676331773998,-0.728729654673903,0.143027807432837,-0.718193007364048,1.55672750123981,-0.971720382612554,-0.713753817219414
"40",-0.133730478717474,-0.841676331773998,-1.04397275377539,0.0686349656155687,-0.665449944766056,1.20990387391513,-0.844756076586079,-0.55519382545888
"41",0.231374955241343,-0.418737817158896,-1.22411166754768,-0.0305554901407892,-0.586335350869067,1.35854257133999,-0.665512350431055,-0.331344425326362
"42",0.185736775996491,-0.277758312287195,-1.40425058131996,-0.117347138927602,-0.595125861302066,1.30899633886504,-0.598295953122921,-0.247400900276668
"43",-0.0880922994726216,-0.277758312287195,-2.28242778595983,-0.935668398917555,-0.788517090828037,0.268525456890974,-0.523611067224995,-0.228746783598959
"44",0.3682894929759,-0.418737817158896,-1.42676794554149,-0.104948331958058,-0.674240455199054,1.60627373371477,-0.433989204147483,-0.0422056168218604
"45",0.779033106179569,0.00420069745620625,-1.42676794554149,-0.129745945897147,-0.683030965632053,1.60627373371477,-0.329430363890386,0.0883731999221083
"46",-0.955217705124812,-0.418737817158896,-2.68774034194746,-0.811680329222108,-0.894003216024022,-0.276483100333535,-0.583358975943336,-0.228746783598959
"47",-0.453197733431439,-1.1236353415174,-1.22411166754768,0.0686349656155687,-0.70061198649805,1.55672750123981,-0.598295953122921,-0.247400900276668
"48",-0.453197733431439,-0.982655836645699,-1.24662903176921,0.0686349656155687,-0.691821476065052,1.60627373371477,-0.583358975943336,-0.228746783598959
"49",-0.407559554186587,-0.982655836645699,-1.33669848865535,0.0314385447069345,-0.665449944766056,1.60627373371477,-0.493737112865824,-0.1168220835327
"50",-0.453197733431439,-1.2646148463891,-1.22411166754768,0.0686349656155687,-1.42143384200394,1.50718126876486,-0.546016532994373,-0.182111491904684
"51",0.00318405901708263,-0.841676331773998,-1.22411166754768,-0.0305554901407892,-0.788517090828037,1.65581996618972,-0.433989204147483,-0.0422056168218604
"52",-0.544474091921143,-0.982655836645699,-1.29166376021228,0.0190397377373897,-0.665449944766056,1.4576350362899,-0.366772806839349,0.0417379082278337
"53",0.185736775996491,-0.277758312287195,-1.35921585287689,-0.117347138927602,-0.595125861302066,1.20990387391513,-0.17259210350474,0.284241425038061
